Dataset,method,Iteration,Entropy for each column,Sorted columns based on entropy,Column,1th Iteration RMSE,2th Iteration RMSE,3th Iteration RMSE,4th Iteration RMSE,5th Iteration RMSE,6th Iteration RMSE,7th Iteration RMSE,8th Iteration RMSE,9th Iteration RMSE,10th Iteration RMSE,11th Iteration RMSE,12th Iteration RMSE,13th Iteration RMSE,14th Iteration RMSE,15th Iteration RMSE,16th Iteration RMSE,17th Iteration RMSE,18th Iteration RMSE,19th Iteration RMSE,20th Iteration RMSE,21th Iteration RMSE,22th Iteration RMSE,23th Iteration RMSE,24th Iteration RMSE,25th Iteration RMSE,26th Iteration RMSE,27th Iteration RMSE,28th Iteration RMSE,29th Iteration RMSE,30th Iteration RMSE
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,0.17976338685023657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,0.1089427847117193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,0.3115179077617825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,0.368131204772701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,0.27062720359584785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,0.46381736058233414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,0.45951500163093123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,2,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,0.36104474847399143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,0.22026290568339743,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,0.2305822375068275,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,0.23198109972578934,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,0.39629897841808903,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,0.3703236634405545,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,0.1747705196261722,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,0.4981446166575255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,0.5323628435972969,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,3,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,0.48892674365162864,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,0.18068727606484747,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,0.21426344276727766,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,0.22953719556939597,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,0.26192249669453793,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,0.44635431007292203,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,0.20731920264343542,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,0.4986423295654568,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,0.46476971908880593,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,4,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,0.3660308943901212,,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,0.11166304684753753,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,0.1834080512297792,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,0.16244954408759676,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,0.24102642247856526,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,0.3728730258654794,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,0.2584938701019564,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",menopause,,,,,0.5037307766852228,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast,,,,,0.35011994090471926,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,5,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",irradiat,,,,,0.4003446221966758,,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",tumor-size,,,,,,0.16574925000266294,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",age,,,,,,0.20621176177136336,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",breast-quad,,,,,,0.3180086852322326,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",inv-nodes,,,,,,0.36714419534094617,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",deg-malig,,,,,,0.39605473872049163,,,,,,,,,,,,,,,,,,,,,,,,
1_breast,up_chain03_datawig,6,"{'tumor-size': 2.2810242047847193, 'age': 2.2619461485438426, 'breast-quad': 2.084821395901945, 'inv-nodes': 1.5958445662504868, 'deg-malig': 1.4972088294090173, 'node-caps': 1.0676553829615263, 'menopause': 1.0491285906157648, 'breast': 0.9767760065324899, 'irradiat': 0.9621461334087001}","tumor-size, age, breast-quad, inv-nodes, deg-malig, node-caps, menopause, breast, irradiat",node-caps,,,,,,0.7760737917590166,,,,,,,,,,,,,,,,,,,,,,,,
